event,eventLabel,participant,participantLabel,warID,participantID
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q217167,Faisal of Saudi Arabia,Q521199,Q217167
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q307637,Abdullah ibn Husayn al-Ahmar,Q521199,Q307637
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q317420,Abdul Rahman al-Iryani,Q521199,Q317420
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q12240981,Muhammed Mahmud al-Zubayri,Q521199,Q12240981
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q2276730,Shams Badran,Q521199,Q2276730
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,http://www.wikidata.org/entity/Q2655595,Multinational Force in Lebanon,Q208484,Q2655595
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,http://www.wikidata.org/entity/Q3326561,Islamic Unification Movement,Q208484,Q3326561
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q307226,Abdel Hakim Amer,Q521199,Q307226
http://www.wikidata.org/entity/Q188972,Greek Civil War,http://www.wikidata.org/entity/Q7252733,Provisional Democratic Government,Q188972,Q7252733
http://www.wikidata.org/entity/Q209965,Casamance conflict,http://www.wikidata.org/entity/Q178254,Movement of Democratic Forces of Casamance,Q209965,Q178254
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q400701,Ahmad Muhammad Numan,Q521199,Q400701
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q400961,Ahmad bin Yahya,Q521199,Q400961
http://www.wikidata.org/entity/Q178810,Syrian Civil War,http://www.wikidata.org/entity/Q44329,Bashar al-Assad,Q178810,Q44329
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q174423,National Front for the Liberation of South Vietnam,Q817206,Q174423
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q2460197,Hassan al-Amri,Q521199,Q2460197
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q5645953,Hamoud al-Gayifi,Q521199,Q5645953
http://www.wikidata.org/entity/Q163883,Ten-Day War,http://www.wikidata.org/entity/Q351852,Veljko Kadijević,Q163883,Q351852
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,http://www.wikidata.org/entity/Q1779990,Tigers Militia,Q208484,Q1779990
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q180573,South Vietnam,Q817206,Q180573
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,http://www.wikidata.org/entity/Q1822817,Lebanese Front,Q208484,Q1822817
http://www.wikidata.org/entity/Q163883,Ten-Day War,http://www.wikidata.org/entity/Q2349921,Slovenian Territorial Defence,Q163883,Q2349921
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,http://www.wikidata.org/entity/Q1049,Sudan,Q842380,Q1049
http://www.wikidata.org/entity/Q163883,Ten-Day War,http://www.wikidata.org/entity/Q2746968,Aleksandar Vasiljević,Q163883,Q2746968
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q2598946,National United Front of Kampuchea,Q817206,Q2598946
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,http://www.wikidata.org/entity/Q1036,Uganda,Q842380,Q1036
http://www.wikidata.org/entity/Q163883,Ten-Day War,http://www.wikidata.org/entity/Q194443,Milan Kučan,Q163883,Q194443
http://www.wikidata.org/entity/Q163883,Ten-Day War,http://www.wikidata.org/entity/Q272110,Yugoslav People's Army,Q163883,Q272110
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q1054184,Khmer Republic,Q817206,Q1054184
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q15075906,Sa'ka Forces,Q521199,Q15075906
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q869,Thailand,Q877450,Q869
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q30,United States of America,Q877450,Q30
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q267584,Yemen  Republic,Q521199,Q267584
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q2638486,Kingdom of Cambodia,Q817206,Q2638486
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q221066,GRUNK,Q817206,Q221066
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,http://www.wikidata.org/entity/Q172640,North Vietnam,Q817206,Q172640
http://www.wikidata.org/entity/Q213394,Sri Lankan Civil War,http://www.wikidata.org/entity/Q80312,Liberation Tigers of Tamil Eelam,Q213394,Q80312
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,http://www.wikidata.org/entity/Q39524,Gamal Abdel Nasser,Q521199,Q39524
http://www.wikidata.org/entity/Q213394,Sri Lankan Civil War,http://www.wikidata.org/entity/Q3358912,Indian Peace Keeping Force,Q213394,Q3358912
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,http://www.wikidata.org/entity/Q41053,Hezbollah,Q208484,Q41053
http://www.wikidata.org/entity/Q2634899,Q2634899,,,Q2634899,
http://www.wikidata.org/entity/Q2354629,Malayan Emergency,,,Q2354629,
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q737475,Nicolau dos Reis Lobato,Q2583734,Q737475
http://www.wikidata.org/entity/Q501866,1983 Invasion of Grenada,,,Q501866,
http://www.wikidata.org/entity/Q1773984,Batalla del pan dulce,,,Q1773984,
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q731840,Francisco Xavier do Amaral,Q2583734,Q731840
http://www.wikidata.org/entity/Q2002270,Mozambican War of Independence,,,Q2002270,
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20423157,Mohammed Ali Al-Maqdashi,Q19686631,Q20423157
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q4343894,Maraden Panggabean,Q2583734,Q4343894
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q935996,Revolutionary Front for an Independent East Timor,Q2583734,Q935996
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q948124,Timorese Democratic Union,Q2583734,Q948124
http://www.wikidata.org/entity/Q10360270,Bougainville Civil War,,,Q10360270,
http://www.wikidata.org/entity/Q1050999,Turkish invasion of Cyprus,,,Q1050999,
http://www.wikidata.org/entity/Q2946372,Northern Mali conflict,,,Q2946372,
http://www.wikidata.org/entity/Q3434218,Costa Rican Civil War,,,Q3434218,
http://www.wikidata.org/entity/Q17183365,Sectarian violence in Iraq (2006–2008),,,Q17183365,
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q241,Cuba,Q12055176,Q241
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q258,South Africa,Q12055176,Q258
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q203427,Zimbabwe African National Union,Q2444955,Q203427
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q217169,Rhodesia,Q2444955,Q217169
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q83162,African National Congress,Q2444955,Q83162
http://www.wikidata.org/entity/Q12302518,Afghan Civil War,,,Q12302518,
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q750583,Southern Rhodesia,Q2444955,Q750583
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q2429253,Islamic State of Iraq and the Levant,Q17984356,Q2429253
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q57480,Abdrabbuh Mansour Hadi,Q19686631,Q57480
http://www.wikidata.org/entity/Q10292592,War in Ingushetia,,,Q10292592,
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q28699,National Union for the Total Independence of Angola,Q12055176,Q28699
http://www.wikidata.org/entity/Q16335075,War in Donbass,http://www.wikidata.org/entity/Q16746854,Luhansk People's Republic,Q16335075,Q16746854
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q203423,Zimbabwe African People's Union,Q2444955,Q203423
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q1424473,Iraqi Turkmen Front,Q17984356,Q1424473
http://www.wikidata.org/entity/Q15353665,South Sudanese conflict,,,Q15353665,
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q4119382,Kata'ib Hezbollah,Q17984356,Q4119382
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q252,Indonesia,Q2583734,Q252
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q44819,Suharto,Q2583734,Q44819
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q1672351,federal government of Iraq,Q17984356,Q1672351
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q28551,People's Movement for the Liberation of Angola,Q12055176,Q28551
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q574,East Timor,Q2583734,Q574
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q890120,Zimbabwe Rhodesia,Q2444955,Q890120
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q311916,Uday Hussein,Q107802,Q311916
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q336347,Qusay Hussein,Q107802,Q336347
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q568914,Ansar al-Islam,Q107802,Q568914
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q957277,Brian Burridge,Q107802,Q957277
http://www.wikidata.org/entity/Q16335075,War in Donbass,http://www.wikidata.org/entity/Q16150196,Donetsk People's Republic,Q16335075,Q16150196
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q16849914,Iraqi security forces,Q17984356,Q16849914
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q7246220,private militias in Iraq,Q17984356,Q7246220
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q504564,FRELIMO,Q2444955,Q504564
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q311381,Quds Force,Q17984356,Q311381
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,http://www.wikidata.org/entity/Q1967703,National Resistance Army,Q3119017,Q1967703
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q5505873,Front for the Liberation of Zimbabwe,Q2444955,Q5505873
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q461823,Tommy Franks,Q107802,Q461823
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,http://www.wikidata.org/entity/Q210069,Apollo Milton Obote,Q3119017,Q210069
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q979788,Ali Mohsen Al-Ahmar,Q19686631,Q979788
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q2558262,Abdul-Malik Badreddin al-Houthi,Q19686631,Q2558262
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q18712599,Combined Joint Task Force – Operation Inherent Resolve,Q17984356,Q18712599
http://www.wikidata.org/entity/Q16335075,War in Donbass,http://www.wikidata.org/entity/Q159,Russia,Q16335075,Q159
http://www.wikidata.org/entity/Q16335075,War in Donbass,http://www.wikidata.org/entity/Q212,Ukraine,Q16335075,Q212
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q205047,Kurdistan Region,Q17984356,Q205047
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q3108185,Ba'athist Iraq,Q107802,Q3108185
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,http://www.wikidata.org/entity/Q376073,Tito Okello,Q3119017,Q376073
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20390543,Q20390543,Q19686631,Q20390543
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20411748,Q20411748,Q19686631,Q20411748
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q19006319,Mohammed Ali al-Houthi,Q19686631,Q19006319
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q12208895,Hamoud Saeed Al-Makhlafi,Q19686631,Q12208895
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q907051,National Liberation Front of Angola,Q12055176,Q907051
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q19894678,Abdul-Hafez al-Saqqaf,Q19686631,Q19894678
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q483672,Ali Abdullah Saleh,Q19686631,Q483672
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,http://www.wikidata.org/entity/Q258,South Africa,Q2444955,Q258
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q6399485,Khaled Bahah,Q19686631,Q6399485
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q794,Iran,Q17984356,Q794
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q22686158,Popular Resistance Committees (Yemen),Q19686631,Q22686158
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20385277,Ahmad Asiri,Q19686631,Q20385277
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20414253,Abdullah Yahya Al-hakim,Q19686631,Q20414253
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q207,George W. Bush,Q107802,Q207
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q408,Australia,Q107802,Q408
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),http://www.wikidata.org/entity/Q858,Syria,Q17984356,Q858
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q36,Poland,Q107802,Q36
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q9545,Tony Blair,Q107802,Q9545
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q145,United Kingdom,Q107802,Q145
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q1316,Saddam Hussein,Q107802,Q1316
http://www.wikidata.org/entity/Q107802,2003 invasion of Iraq,http://www.wikidata.org/entity/Q30,United States of America,Q107802,Q30
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q744214,Timorese Popular Democratic Association,Q2583734,Q744214
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q855515,Indonesian National Armed Forces,Q2583734,Q855515
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,http://www.wikidata.org/entity/Q608489,Front for the Liberation of the Enclave of Cabinda,Q12055176,Q608489
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20047019,Ahmed Ali Salem Bahaj,Q19686631,Q20047019
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q1156997,Dading Kalbuadi,Q2583734,Q1156997
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q19673630,Mahmoud al-Subaihi,Q19686631,Q19673630
http://www.wikidata.org/entity/Q2583734,Indonesian invasion of East Timor,http://www.wikidata.org/entity/Q1439335,Falintil,Q2583734,Q1439335
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q21680111,Nayef al-Bakri,Q19686631,Q21680111
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q19726748,Hussein Khairan,Q19686631,Q19726748
http://www.wikidata.org/entity/Q19686631,Yemeni Civil War (2015–present),http://www.wikidata.org/entity/Q20047030,Ali Nasser Hadi,Q19686631,Q20047030
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,http://www.wikidata.org/entity/Q57274,Yoweri Kaguta Museveni,Q3119017,Q57274
http://www.wikidata.org/entity/Q42306419,Third Guatemala War,http://www.wikidata.org/entity/Q42296679,The Democratic Front Against Repressions,Q42306419,Q42296679
http://www.wikidata.org/entity/Q42410622,Dniestrian Independence War,http://www.wikidata.org/entity/Q217,Moldova,Q42410622,Q217
http://www.wikidata.org/entity/Q42410678,Second Cambodia Civil,http://www.wikidata.org/entity/Q191764,Khmer Rouge,Q42410678,Q191764
http://www.wikidata.org/entity/Q607257,Eritrean War of Independence,,,Q607257,
http://www.wikidata.org/entity/Q42410592,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q227,Azerbaijan,Q42410592,Q227
http://www.wikidata.org/entity/Q15059994,Iran–Israel proxy conflict,http://www.wikidata.org/entity/Q801,Israel,Q15059994,Q801
http://www.wikidata.org/entity/Q42410592,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q399,Armenia,Q42410592,Q399
http://www.wikidata.org/entity/Q15059994,Iran–Israel proxy conflict,http://www.wikidata.org/entity/Q794,Iran,Q15059994,Q794
http://www.wikidata.org/entity/Q152060,Cabinda Conflict,http://www.wikidata.org/entity/Q608489,Front for the Liberation of the Enclave of Cabinda,Q152060,Q608489
http://www.wikidata.org/entity/Q42410540,First Uganda War,http://www.wikidata.org/entity/Q403656,Baganda,Q42410540,Q403656
http://www.wikidata.org/entity/Q200790,Algerian War of Independence,,,Q200790,
http://www.wikidata.org/entity/Q42410592,Nagorno-Karabakh War,http://www.wikidata.org/entity/Q44302,Nagorno-Karabakh,Q42410592,Q44302
http://www.wikidata.org/entity/Q1780216,Angolan War of Independence,,,Q1780216,
http://www.wikidata.org/entity/Q2609193,Guinea-Bissau War of Independence,,,Q2609193,
http://www.wikidata.org/entity/Q42306419,Third Guatemala War,http://www.wikidata.org/entity/Q774,Guatemala,Q42306419,Q774
http://www.wikidata.org/entity/Q42410520,First Rwanda War,http://www.wikidata.org/entity/Q1037,Rwanda,Q42410520,Q1037
http://www.wikidata.org/entity/Q42410504,Indonesian Leftists War,http://www.wikidata.org/entity/Q157744,Communist Party of Indonesia,Q42410504,Q157744
http://www.wikidata.org/entity/Q152060,Cabinda Conflict,http://www.wikidata.org/entity/Q5473316,Forças Armadas de Cabinda,Q152060,Q5473316
http://www.wikidata.org/entity/Q42306428,First Burundi War,http://www.wikidata.org/entity/Q967,Burundi,Q42306428,Q967
http://www.wikidata.org/entity/Q42410581,Georgia War,http://www.wikidata.org/entity/Q230,Georgia,Q42410581,Q230
http://www.wikidata.org/entity/Q42410722,Third Rwanda War,http://www.wikidata.org/entity/Q1037,Rwanda,Q42410722,Q1037
http://www.wikidata.org/entity/Q42410643,Algerian Islamic Front War,http://www.wikidata.org/entity/Q734545,Islamic Salvation Front,Q42410643,Q734545
http://www.wikidata.org/entity/Q42410655,Second Liberia War,http://www.wikidata.org/entity/Q7888232,United Liberation Movement of Liberia for Democracy,Q42410655,Q7888232
http://www.wikidata.org/entity/Q152060,Cabinda Conflict,http://www.wikidata.org/entity/Q916,Angola,Q152060,Q916
http://www.wikidata.org/entity/Q65251940,Q65251940,,,Q65251940,
http://www.wikidata.org/entity/Q42410550,First Chad (FROLINAT) Rebellion,http://www.wikidata.org/entity/Q1075228,FROLINAT,Q42410550,Q1075228
http://www.wikidata.org/entity/Q42410655,Second Liberia War,http://www.wikidata.org/entity/Q1576536,National Patriotic Front of Liberia,Q42410655,Q1576536
http://www.wikidata.org/entity/Q42410622,Dniestrian Independence War,http://www.wikidata.org/entity/Q907112,Pridnestrovie,Q42410622,Q907112
http://www.wikidata.org/entity/Q42410697,Second Rwanda War,http://www.wikidata.org/entity/Q690240,Rwandan Patriotic Front,Q42410697,Q690240
http://www.wikidata.org/entity/Q42410678,Second Cambodia Civil,http://www.wikidata.org/entity/Q424,Cambodia,Q42410678,Q424
http://www.wikidata.org/entity/Q42410540,First Uganda War,http://www.wikidata.org/entity/Q1036,Uganda,Q42410540,Q1036
http://www.wikidata.org/entity/Q48941560,Chechen Civil War,,,Q48941560,
http://www.wikidata.org/entity/Q42306428,First Burundi War,http://www.wikidata.org/entity/Q192647,Hutu,Q42306428,Q192647
http://www.wikidata.org/entity/Q42306431,Second Guatemala War,http://www.wikidata.org/entity/Q774,Guatemala,Q42306431,Q774
http://www.wikidata.org/entity/Q42410520,First Rwanda War,http://www.wikidata.org/entity/Q193092,Tutsi,Q42410520,Q193092
http://www.wikidata.org/entity/Q42410643,Algerian Islamic Front War,http://www.wikidata.org/entity/Q262,Algeria,Q42410643,Q262
http://www.wikidata.org/entity/Q42410550,First Chad (FROLINAT) Rebellion,http://www.wikidata.org/entity/Q142,France,Q42410550,Q142
http://www.wikidata.org/entity/Q42410550,First Chad (FROLINAT) Rebellion,http://www.wikidata.org/entity/Q657,Chad,Q42410550,Q657
http://www.wikidata.org/entity/Q42410655,Second Liberia War,http://www.wikidata.org/entity/Q1033,Nigeria,Q42410655,Q1033
http://www.wikidata.org/entity/Q42410546,First Guatemala War,http://www.wikidata.org/entity/Q774,Guatemala,Q42410546,Q774
http://www.wikidata.org/entity/Q42410655,Second Liberia War,http://www.wikidata.org/entity/Q1014,Liberia,Q42410655,Q1014
http://www.wikidata.org/entity/Q42410697,Second Rwanda War,http://www.wikidata.org/entity/Q1037,Rwanda,Q42410697,Q1037
http://www.wikidata.org/entity/Q42410546,First Guatemala War,http://www.wikidata.org/entity/Q30,United States of America,Q42410546,Q30
http://www.wikidata.org/entity/Q42410722,Third Rwanda War,http://www.wikidata.org/entity/Q192647,Hutu,Q42410722,Q192647
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,http://www.wikidata.org/entity/Q916,Angola,Q1021172,Q916
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,http://www.wikidata.org/entity/Q657,Chad,Q1021172,Q657
http://www.wikidata.org/entity/Q1276892,South Yemen Civil War,,,Q1276892,
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,http://www.wikidata.org/entity/Q971,Republic of the Congo,Q1021172,Q971
http://www.wikidata.org/entity/Q2002975,Nepalese Civil War,,,Q2002975,
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,http://www.wikidata.org/entity/Q1037,Rwanda,Q1021172,Q1037
http://www.wikidata.org/entity/Q1087909,Second Ivorian Civil War,,,Q1087909,
http://www.wikidata.org/entity/Q1070890,Georgian Civil War,,,Q1070890,
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q34490,Al-Qaeda,Q18920712,Q34490
http://www.wikidata.org/entity/Q1477500,First Liberian Civil War,,,Q1477500,
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,http://www.wikidata.org/entity/Q3238013,Liberians United for Reconciliation and Democracy,Q1960733,Q3238013
http://www.wikidata.org/entity/Q16118002,Palestinian separation,,,Q16118002,
http://www.wikidata.org/entity/Q16151540,Eelam War IV,,,Q16151540,
http://www.wikidata.org/entity/Q1154912,Iraqi Kurdish Civil War,,,Q1154912,
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q801,Israel,Q17324420,Q801
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q38799,Hamas,Q17324420,Q38799
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,http://www.wikidata.org/entity/Q7559152,Somali Republic,Q55600802,Q7559152
http://www.wikidata.org/entity/Q1781457,Bissau-Guinean Civil War,,,Q1781457,
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,,,Q1915188,
http://www.wikidata.org/entity/Q11050383,Eelam War II,http://www.wikidata.org/entity/Q854,Sri Lanka,Q11050383,Q854
http://www.wikidata.org/entity/Q1021175,First Ivorian Civil War,,,Q1021175,
http://www.wikidata.org/entity/Q16911838,Libyan civil war (2014–present),http://www.wikidata.org/entity/Q21039420,Tuareg militias of Ghat,Q16911838,Q21039420
http://www.wikidata.org/entity/Q1980081,Civil war in Afghanistan (1992–96),,,Q1980081,
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,,,Q17272643,
http://www.wikidata.org/entity/Q16911838,Libyan civil war (2014–present),http://www.wikidata.org/entity/Q22120970,Government of National Accord,Q16911838,Q22120970
http://www.wikidata.org/entity/Q1052332,War in Somalia (2009–),,,Q1052332,
http://www.wikidata.org/entity/Q1122422,Paraguayan Civil War of 1947,,,Q1122422,
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,http://www.wikidata.org/entity/Q4774296,Anti-Terrorist Unit,Q1960733,Q4774296
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,http://www.wikidata.org/entity/Q207521,Ethiopian Empire,Q55600802,Q207521
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,http://www.wikidata.org/entity/Q3326792,Movement for Democracy in Liberia,Q1960733,Q3326792
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV,http://www.wikidata.org/entity/Q80312,Liberation Tigers of Tamil Eelam,Q16974363,Q80312
http://www.wikidata.org/entity/Q23403028,Hīt offensive,,,Q23403028,
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q180573,South Vietnam,Q877450,Q180573
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q1415585,Islamic State of Afghanistan,Q1122110,Q1415585
http://www.wikidata.org/entity/Q945700,Chad-Sudan Conflict  (2005–2010),,,Q945700,
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,http://www.wikidata.org/entity/Q3331367,Armed Forces of Liberia,Q1960733,Q3331367
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,http://www.wikidata.org/entity/Q6503255,Liberian National Police,Q1960733,Q6503255
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q858887,Pathet Lao,Q877450,Q858887
