event,eventLabel,participant,participantLabel,warID,participantID
http://www.wikidata.org/entity/Q16911838,Libyan civil war (2014–present),http://www.wikidata.org/entity/Q935288,Libyan armed forces,Q16911838,Q935288
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,http://www.wikidata.org/entity/Q430960,Guatemalan National Revolutionary Unity,Q1282732,Q430960
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,http://www.wikidata.org/entity/Q1154742,Politics of Guatemala,Q1282732,Q1154742
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q4330417,United Tajik Opposition,Q1122110,Q4330417
http://www.wikidata.org/entity/Q11154636,Eelam War III,http://www.wikidata.org/entity/Q80312,Liberation Tigers of Tamil Eelam,Q11154636,Q80312
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q172640,North Vietnam,Q877450,Q172640
http://www.wikidata.org/entity/Q877450,Laotian Civil War,http://www.wikidata.org/entity/Q870055,Kingdom of Laos,Q877450,Q870055
http://www.wikidata.org/entity/Q54448834,Gunnut Operation,,,Q54448834,
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q18651204,Resolute Support Mission,Q18920712,Q18651204
http://www.wikidata.org/entity/Q11942758,Ethiopian-Somali border conflict,http://www.wikidata.org/entity/Q1045,Somalia,Q11942758,Q1045
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV,http://www.wikidata.org/entity/Q854,Sri Lanka,Q16974363,Q854
http://www.wikidata.org/entity/Q11942758,Ethiopian-Somali border conflict,http://www.wikidata.org/entity/Q115,Ethiopia,Q11942758,Q115
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q628461,Popular Resistance Committees,Q17324420,Q628461
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q863,Tajikistan,Q1122110,Q863
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q159,Russia,Q1122110,Q159
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q42418,Taliban,Q1122110,Q42418
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q117907,Islamic Jihad Movement in Palestine,Q17324420,Q117907
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q232,Kazakhstan,Q1122110,Q232
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q21070585,Islamic State of Iraq and the Levant – Khorasan Province,Q18920712,Q21070585
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,,,Q66474138,
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q818618,Democratic Front for the Liberation of Palestine,Q17324420,Q818618
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q265,Uzbekistan,Q1122110,Q265
http://www.wikidata.org/entity/Q68718107,Moba Wars,,,Q68718107,
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,http://www.wikidata.org/entity/Q813,Kyrgyzstan,Q1122110,Q813
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q212884,Popular Front for the Liberation of Palestine,Q17324420,Q212884
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q309474,Al-Aqsa Martyrs' Brigades,Q17324420,Q309474
http://www.wikidata.org/entity/Q11050383,Eelam War II,http://www.wikidata.org/entity/Q80312,Liberation Tigers of Tamil Eelam,Q11050383,Q80312
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q183,Germany,Q18920712,Q183
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q230,Georgia,Q18920712,Q230
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q218,Romania,Q18920712,Q218
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q43,Turkey,Q18920712,Q43
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q408,Australia,Q18920712,Q408
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q38,Italy,Q18920712,Q38
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q213,Czech Republic,Q18920712,Q213
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q36,Poland,Q18920712,Q36
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q42418,Taliban,Q18920712,Q42418
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q145,United Kingdom,Q18920712,Q145
http://www.wikidata.org/entity/Q11154636,Eelam War III,http://www.wikidata.org/entity/Q854,Sri Lanka,Q11154636,Q854
http://www.wikidata.org/entity/Q18920712,War in Afghanistan (2015–),http://www.wikidata.org/entity/Q30,United States of America,Q18920712,Q30
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,http://www.wikidata.org/entity/Q2000803,Abdullah Azzam Shaheed Brigade,Q17324420,Q2000803
