event,eventLabel,eventDescription,startDate,endDate,location,casualties,prevWar,nextWar,largerConflict
http://www.wikidata.org/entity/Q3196886,2009 Eastern Congo offensive,,2009-01-20T00:00:00Z,2009-02-27T00:00:00Z,,,,,http://www.wikidata.org/entity/Q327237
http://www.wikidata.org/entity/Q1760930,Paquisha War,1981 war between Ecuador and Peru,1981-01-28T00:00:00Z,1981-02-05T00:00:00Z,,,,,http://www.wikidata.org/entity/Q2363837
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,military confrontation between India and Pakistan alongside the Bangladesh Liberation War. India attacked first,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q645659,,,,http://www.wikidata.org/entity/Q10898774
http://www.wikidata.org/entity/Q1936011,Cold War (1962–79),Phase of The Cold War,1962-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,military confrontation between India and Pakistan alongside the Bangladesh Liberation War. India attacked first,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q1366583,,,,http://www.wikidata.org/entity/Q10898774
http://www.wikidata.org/entity/Q1361929,Indonesia–Malaysia confrontation,military conflict (1963–1966),1963-01-20T00:00:00Z,1966-08-11T00:00:00Z,http://www.wikidata.org/entity/Q18758,,,,http://www.wikidata.org/entity/Q6741681
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,military confrontation between India and Pakistan alongside the Bangladesh Liberation War. India attacked first,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q2399139,,,,http://www.wikidata.org/entity/Q10898774
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,military confrontation between India and Pakistan alongside the Bangladesh Liberation War. India attacked first,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q2635466,,,,http://www.wikidata.org/entity/Q10898774
http://www.wikidata.org/entity/Q322607,War of Attrition,1967-1970 war between Israel and Egypt,1967-07-01T00:00:00Z,1970-08-07T00:00:00Z,http://www.wikidata.org/entity/Q36755,,,,http://www.wikidata.org/entity/Q8669
http://www.wikidata.org/entity/Q322607,War of Attrition,1967-1970 war between Israel and Egypt,1967-07-01T00:00:00Z,1970-08-07T00:00:00Z,http://www.wikidata.org/entity/Q36755,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,conflict that led to the independence of the majority-Bengali country,1971-03-26T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q842931,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q1271059,Shifta War,,1963-01-01T00:00:00Z,1967-01-01T00:00:00Z,http://www.wikidata.org/entity/Q390213,,,,
http://www.wikidata.org/entity/Q1640107,Ifni War,,1957-10-23T00:00:00Z,1958-06-30T00:00:00Z,http://www.wikidata.org/entity/Q689837,,,,http://www.wikidata.org/entity/Q1146918
http://www.wikidata.org/entity/Q190029,Kosovo War,late 1990s armed conflict in Kosovo,1998-02-27T00:00:00Z,1999-06-11T00:00:00Z,http://www.wikidata.org/entity/Q1231,,,,http://www.wikidata.org/entity/Q242352
http://www.wikidata.org/entity/Q285280,War of Pridnestrovie,early 1990's armed conflict,1992-03-02T00:00:00Z,1992-07-21T00:00:00Z,http://www.wikidata.org/entity/Q3537754,,,,
http://www.wikidata.org/entity/Q644589,Toyota War,last phase of the Chadian–Libyan conflict. It takes its name from the Toyota pickup trucks used,1986-12-16T00:00:00Z,1987-09-11T00:00:00Z,http://www.wikidata.org/entity/Q16206846,,,,http://www.wikidata.org/entity/Q611071
http://www.wikidata.org/entity/Q1519107,War in Afghanistan,Ongoing conflicts in Afghanistan since 1978,1978-04-27T00:00:00Z,,http://www.wikidata.org/entity/Q889,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q838695,First Congo War,war,1996-10-24T00:00:00Z,1997-05-16T00:00:00Z,http://www.wikidata.org/entity/Q6500954,,,,http://www.wikidata.org/entity/Q364610
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,armed conflict that took place in the late 1980s to May 1994,1988-02-20T00:00:00Z,1994-05-12T00:00:00Z,http://www.wikidata.org/entity/Q399,,,,http://www.wikidata.org/entity/Q16954835
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,armed conflict that took place in the late 1980s to May 1994,1988-02-20T00:00:00Z,1994-05-12T00:00:00Z,http://www.wikidata.org/entity/Q227,,,,http://www.wikidata.org/entity/Q16954835
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,armed conflict that took place in the late 1980s to May 1994,1988-02-20T00:00:00Z,1994-05-12T00:00:00Z,http://www.wikidata.org/entity/Q44302,,,,http://www.wikidata.org/entity/Q16954835
http://www.wikidata.org/entity/Q959303,War in Abkhazia (1998),ethnic armed conflict in the western Georgian region of Abkhazia,1998-05-20T00:00:00Z,1998-05-26T00:00:00Z,http://www.wikidata.org/entity/Q23334,,,,http://www.wikidata.org/entity/Q321780
http://www.wikidata.org/entity/Q643925,Invasion of Dagestan,Part of Russian-Chechen conflict,1999-08-02T00:00:00Z,1999-09-14T00:00:00Z,http://www.wikidata.org/entity/Q5118,,,,http://www.wikidata.org/entity/Q14947002
http://www.wikidata.org/entity/Q4116897,Second Kurdish–Iraqi War,1974–1975 Kurdish rebellion in northern Iraq,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q6068230
http://www.wikidata.org/entity/Q21647838,German intervention against ISIL,,2015-12-01T00:00:00Z,,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q18357664
http://www.wikidata.org/entity/Q21647838,German intervention against ISIL,,2015-12-01T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q18357664
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965.,Culmination of skirmishes between India and Pakistan in 1965.,1965-08-01T00:00:00Z,1965-09-23T00:00:00Z,http://www.wikidata.org/entity/Q43100,,,,http://www.wikidata.org/entity/Q10898774
http://www.wikidata.org/entity/Q3429692,55 Day War,,1993-01-09T00:00:00Z,1993-03-06T00:00:00Z,http://www.wikidata.org/entity/Q916,,,,http://www.wikidata.org/entity/Q12055176
http://www.wikidata.org/entity/Q652285,Indo-Pakistani War of 1947,1947-1948 war between India and Pakistan,1947-10-22T00:00:00Z,1949-01-01T00:00:00Z,http://www.wikidata.org/entity/Q43100,,,,http://www.wikidata.org/entity/Q3119132
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q889,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q1016,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q1033,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q11708,,,,http://www.wikidata.org/entity/Q178810
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q889,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q1016,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q1033,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q17507684,Military intervention against ISIL,military actions against Islamic State of Iraq and the Levant,2014-06-13T00:00:00Z,,http://www.wikidata.org/entity/Q11708,,,,http://www.wikidata.org/entity/Q926905
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,2008 war between Russia and Georgia in South Ossetia,2008-08-07T00:00:00Z,2008-08-12T00:00:00Z,http://www.wikidata.org/entity/Q23427,229,,,http://www.wikidata.org/entity/Q29242
http://www.wikidata.org/entity/Q1262084,Djiboutian Civil War,war,1991-10-01T00:00:00Z,1994-12-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q40719
http://www.wikidata.org/entity/Q748780,First Indochina War,war in French Indochina from 1946 to 1954,1946-12-19T00:00:00Z,1954-08-01T00:00:00Z,http://www.wikidata.org/entity/Q185682,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q404517,Kargil War,war,1999-05-01T00:00:00Z,1999-07-01T00:00:00Z,http://www.wikidata.org/entity/Q1650798,,,,http://www.wikidata.org/entity/Q1413732
http://www.wikidata.org/entity/Q1069736,Croat–Bosniak War,war,1992-06-19T00:00:00Z,1994-02-23T00:00:00Z,http://www.wikidata.org/entity/Q225,,,,http://www.wikidata.org/entity/Q181533
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q155542,,,,http://www.wikidata.org/entity/Q6445763
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q155638,,,,http://www.wikidata.org/entity/Q6445763
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q205047,,,,http://www.wikidata.org/entity/Q6445763
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q3088996,,,,http://www.wikidata.org/entity/Q6445763
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,1977-1991 interstate war,1977-04-30T00:00:00Z,1991-10-23T00:00:00Z,http://www.wikidata.org/entity/Q424,,,,http://www.wikidata.org/entity/Q796498
http://www.wikidata.org/entity/Q545449,Iraq War,war which started on 20 March 2003,2003-03-20T00:00:00Z,2011-12-15T00:00:00Z,http://www.wikidata.org/entity/Q796,,,,
http://www.wikidata.org/entity/Q190758,Darfur conflict,major armed conflict in the Darfur region of Sudan that began in February 2003,2003-02-26T00:00:00Z,,http://www.wikidata.org/entity/Q46733,,,,
http://www.wikidata.org/entity/Q611071,Chadian–Libyan conflict,,1978-01-01T00:00:00Z,1987-01-01T00:00:00Z,http://www.wikidata.org/entity/Q657,,,,
http://www.wikidata.org/entity/Q3151731,Dirty War,Mexico,1954-01-01T00:00:00Z,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q96,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,war between the People's Republic of China and Socialist Republic of Vietnam in 1979,1979-02-17T00:00:00Z,1979-03-16T00:00:00Z,http://www.wikidata.org/entity/Q172640,,,,http://www.wikidata.org/entity/Q796498
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,conflict between Gaza and Israel,2006-06-01T00:00:00Z,,,,,,http://www.wikidata.org/entity/Q151622
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,1978-79 war,1978-01-01T00:00:00Z,1979-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1036,,,,
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,increase in US soldiers stationed in Iraq,2007-01-10T00:00:00Z,2008-07-01T00:00:00Z,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q545449
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,1977-78 Somali military offensive over the disputed Ogaden region of Ethiopia,1977-07-13T00:00:00Z,1978-03-15T00:00:00Z,http://www.wikidata.org/entity/Q137555,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q1814745,Eelam War I,first phase of the Sri Lankan civil war from 1983-1987,1983-07-23T00:00:00Z,1987-07-29T00:00:00Z,http://www.wikidata.org/entity/Q854,,,,http://www.wikidata.org/entity/Q213394
http://www.wikidata.org/entity/Q18121212,American-led intervention in Syria,"military campaign against Islamist extremist militant groups in Syria by USA, Bahrain, Jordan, Qatar, Saudi Arabia, and the UAE",2014-09-22T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q5468411
http://www.wikidata.org/entity/Q18121212,American-led intervention in Syria,"military campaign against Islamist extremist militant groups in Syria by USA, Bahrain, Jordan, Qatar, Saudi Arabia, and the UAE",2014-09-22T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q17507684
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,civil war,1983-06-05T00:00:00Z,2005-01-09T00:00:00Z,http://www.wikidata.org/entity/Q882739,,,,
http://www.wikidata.org/entity/Q178810,Syrian Civil War,ongoing multi-sided armed conflict in Syria,2011-03-15T00:00:00Z,,http://www.wikidata.org/entity/Q858,570000,,,http://www.wikidata.org/entity/Q33761
http://www.wikidata.org/entity/Q81545,2011 Libyan Civil War,2011 armed conflict in the North African country of Libya,2011-02-15T00:00:00Z,2011-10-23T00:00:00Z,http://www.wikidata.org/entity/Q1016,,,,http://www.wikidata.org/entity/Q33761
http://www.wikidata.org/entity/Q213394,Sri Lankan Civil War,armed conflict in Sri Lanka (1983–2009) between the government and the separatist organization Liberation Tigers of Tamil Eelam,1983-07-23T00:00:00Z,2009-05-18T00:00:00Z,http://www.wikidata.org/entity/Q854,100000,,,
http://www.wikidata.org/entity/Q257724,Ethiopian Civil War,civil war in Ethiopia between 1974 and 1991,1974-09-12T00:00:00Z,1991-06-04T00:00:00Z,http://www.wikidata.org/entity/Q115,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q647239,Burundi Civil War,civil war in Burundi between 1993-2005,1993-10-21T00:00:00Z,2005-05-15T00:00:00Z,http://www.wikidata.org/entity/Q967,,,,
http://www.wikidata.org/entity/Q54448834,Gunnut Operation,Azerbaijan Army Operation Sharur District Gained Some Hill And Gunnut Village,2018-05-20T00:00:00Z,2018-05-27T00:00:00Z,http://www.wikidata.org/entity/Q131083,,,,http://www.wikidata.org/entity/Q16954835
http://www.wikidata.org/entity/Q829875,Nigerian Civil War,violent conflict within Nigeria,2000-06-01T00:00:00Z,1974-01-15T00:00:00Z,http://www.wikidata.org/entity/Q1033,,,,
http://www.wikidata.org/entity/Q54448834,Gunnut Operation,Azerbaijan Army Operation Sharur District Gained Some Hill And Gunnut Village,2018-05-20T00:00:00Z,2018-05-27T00:00:00Z,http://www.wikidata.org/entity/Q2523428,,,,http://www.wikidata.org/entity/Q16954835
http://www.wikidata.org/entity/Q1276892,South Yemen Civil War,,1986-01-13T00:00:00Z,1986-01-24T00:00:00Z,http://www.wikidata.org/entity/Q199841,,,,
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1959-05-23T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1959-05-23T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8740
http://www.wikidata.org/entity/Q852088,Internal conflict in Myanmar,series of ongoing insurgencies within Myanmar,1948-04-02T00:00:00Z,,http://www.wikidata.org/entity/Q836,,,,
http://www.wikidata.org/entity/Q209965,Casamance conflict,ongoing low-level conflict between the Government of Senegal and the Movement of Democratic Forces of Casamance since 1982,1982-01-01T00:00:00Z,2014-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1041,5000,,,
http://www.wikidata.org/entity/Q185407,La Violencia,civil war in Colombia between 1946 and 1958,1949-12-06T00:00:00Z,1958-01-01T00:00:00Z,http://www.wikidata.org/entity/Q739,200000,,,
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1953-11-09T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1953-11-09T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8740
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,1960-1996 civil war in Guatemala,1965-03-03T00:00:00Z,1996-12-29T00:00:00Z,http://www.wikidata.org/entity/Q774,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q1054184,,,,http://www.wikidata.org/entity/Q2342102
http://www.wikidata.org/entity/Q782474,Chadian Civil War of 1965–79,,1965-01-01T00:00:00Z,1979-01-01T00:00:00Z,http://www.wikidata.org/entity/Q657,,,,
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q2638486,,,,http://www.wikidata.org/entity/Q2342102
http://www.wikidata.org/entity/Q68718107,Moba Wars,wars in Zaire,1984-11-01T00:00:00Z,1987-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1986207,,,,
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,civil war,1992-05-05T00:00:00Z,1997-06-27T00:00:00Z,http://www.wikidata.org/entity/Q863,,,,
http://www.wikidata.org/entity/Q243620,Somali Civil War,civil war taking place in Somalia since 1991,1991-01-26T00:00:00Z,,http://www.wikidata.org/entity/Q1045,,,,http://www.wikidata.org/entity/Q40719
http://www.wikidata.org/entity/Q795269,Sierra Leone Civil War,civil war between Commonwealth-backed government and rebel factions,1991-03-23T00:00:00Z,2002-01-18T00:00:00Z,http://www.wikidata.org/entity/Q1044,,,,
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,civil war,1975-04-14T00:00:00Z,1990-10-13T00:00:00Z,http://www.wikidata.org/entity/Q822,,,,
http://www.wikidata.org/entity/Q1087909,Second Ivorian Civil War,,2010-11-28T00:00:00Z,2011-04-11T00:00:00Z,http://www.wikidata.org/entity/Q1008,,,,
http://www.wikidata.org/entity/Q178810,Syrian Civil War,ongoing multi-sided armed conflict in Syria,2011-03-15T00:00:00Z,,http://www.wikidata.org/entity/Q858,570000,,,http://www.wikidata.org/entity/Q17512479
http://www.wikidata.org/entity/Q1021175,First Ivorian Civil War,civil war,2002-09-19T00:00:00Z,2007-03-04T00:00:00Z,http://www.wikidata.org/entity/Q1008,,,,
http://www.wikidata.org/entity/Q142529,Algerian Civil War,In 1991-2002 civil war in Algeria,1991-12-26T00:00:00Z,2002-02-08T00:00:00Z,http://www.wikidata.org/entity/Q262,,,,http://www.wikidata.org/entity/Q185729
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,,1962-09-26T00:00:00Z,1970-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1998401,,,,http://www.wikidata.org/entity/Q4783165
http://www.wikidata.org/entity/Q426722,Rwandan Civil War,1990-1994 civil conflict in Rwanda,1990-10-01T00:00:00Z,1993-08-04T00:00:00Z,http://www.wikidata.org/entity/Q1037,,,,
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,,1964-02-01T00:00:00Z,1964-04-01T00:00:00Z,http://www.wikidata.org/entity/Q137555,,,,
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,1986-1992 civil war in Suriname,1986-01-01T00:00:00Z,1992-01-01T00:00:00Z,http://www.wikidata.org/entity/Q730,,,,
http://www.wikidata.org/entity/Q1781457,Bissau-Guinean Civil War,1998-1999 civil war in Guinea-Bissau,1998-06-07T00:00:00Z,1999-05-10T00:00:00Z,http://www.wikidata.org/entity/Q1007,,,,
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,civil war,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q971,,,,
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,1999-2003 civil war in Liberia,1999-04-21T00:00:00Z,2003-08-18T00:00:00Z,http://www.wikidata.org/entity/Q1014,,,,
http://www.wikidata.org/entity/Q657661,Mozambican Civil War,civil war,1977-05-30T00:00:00Z,1992-10-04T00:00:00Z,http://www.wikidata.org/entity/Q617078,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q188972,Greek Civil War,1946-1949 civil war in Greece,1946-03-30T00:00:00Z,1949-10-16T00:00:00Z,http://www.wikidata.org/entity/Q41,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q1122422,Paraguayan Civil War of 1947,1947 civil war in Paraguay,1947-03-07T00:00:00Z,1947-08-20T00:00:00Z,http://www.wikidata.org/entity/Q733,,,,
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q1054184,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q1054184,,,,http://www.wikidata.org/entity/Q8740
http://www.wikidata.org/entity/Q945700,Chad-Sudan Conflict  (2005–2010),conflict,2005-12-18T00:00:00Z,2010-01-15T00:00:00Z,http://www.wikidata.org/entity/Q657,,,,
http://www.wikidata.org/entity/Q1477500,First Liberian Civil War,1989–1996 civil war in Liberia,1989-12-24T00:00:00Z,1997-08-02T00:00:00Z,http://www.wikidata.org/entity/Q1014,,,,http://www.wikidata.org/entity/Q1185186
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q2638486,,,,http://www.wikidata.org/entity/Q8683
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q2638486,,,,http://www.wikidata.org/entity/Q8740
http://www.wikidata.org/entity/Q1052332,War in Somalia (2009–),"present phase of the Somali Civil War, which is concentrated in southern Somalia",2009-01-31T00:00:00Z,,http://www.wikidata.org/entity/Q1045,,http://www.wikidata.org/entity/Q1072042,,http://www.wikidata.org/entity/Q243620
http://www.wikidata.org/entity/Q1154912,Iraqi Kurdish Civil War,,1994-05-01T00:00:00Z,1997-11-24T00:00:00Z,http://www.wikidata.org/entity/Q205047,,,,http://www.wikidata.org/entity/Q6068230
http://www.wikidata.org/entity/Q1980081,Civil war in Afghanistan (1992–96),,1992-04-30T00:00:00Z,1996-09-27T00:00:00Z,http://www.wikidata.org/entity/Q889,,http://www.wikidata.org/entity/Q2405009,http://www.wikidata.org/entity/Q12302518,http://www.wikidata.org/entity/Q1519107
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,,2018-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1948210,,,,http://www.wikidata.org/entity/Q169072
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,,2018-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1948210,,,,http://www.wikidata.org/entity/Q185517
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,,2018-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1948210,,,,http://www.wikidata.org/entity/Q28485502
http://www.wikidata.org/entity/Q1070890,Georgian Civil War,war,1991-12-22T00:00:00Z,1993-12-31T00:00:00Z,http://www.wikidata.org/entity/Q230,,,,
http://www.wikidata.org/entity/Q163883,Ten-Day War,civil war in Yugoslavia following the Slovenian declaration of independence on 25 June 1991,1991-06-27T00:00:00Z,1991-07-07T00:00:00Z,http://www.wikidata.org/entity/Q215,,,,http://www.wikidata.org/entity/Q242352
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),Armed conflict in the Middle East,2014-01-01T00:00:00Z,2017-12-09T00:00:00Z,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q17272643
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),Armed conflict in the Middle East,2014-01-01T00:00:00Z,2017-12-09T00:00:00Z,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q17512479
http://www.wikidata.org/entity/Q1773984,Batalla del pan dulce,Batalla entre pacistas y ateos,1950-01-01T00:00:00Z,1950-10-19T00:00:00Z,http://www.wikidata.org/entity/Q1012419,,,,http://www.wikidata.org/entity/Q13557549
http://www.wikidata.org/entity/Q42410540,First Uganda War,Civil War for Local Issue in 1966,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1036,,,,
http://www.wikidata.org/entity/Q65251940,Q65251940,,2018-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q66812617,,,,
http://www.wikidata.org/entity/Q16335075,War in Donbass,armed conflict in the Donbass region of Ukraine,2014-04-06T00:00:00Z,,http://www.wikidata.org/entity/Q605714,375,,,http://www.wikidata.org/entity/Q15860072
http://www.wikidata.org/entity/Q16335075,War in Donbass,armed conflict in the Donbass region of Ukraine,2014-04-06T00:00:00Z,,http://www.wikidata.org/entity/Q605714,375,,,http://www.wikidata.org/entity/Q16918333
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,War fought between the Israel Defense Forces and the Hamas-governed Gaza Strip during 2014,2014-07-08T00:00:00Z,2014-08-26T00:00:00Z,http://www.wikidata.org/entity/Q801,71,,,http://www.wikidata.org/entity/Q553184
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,War fought between the Israel Defense Forces and the Hamas-governed Gaza Strip during 2014,2014-07-08T00:00:00Z,2014-08-26T00:00:00Z,http://www.wikidata.org/entity/Q801,2205,,,http://www.wikidata.org/entity/Q553184
http://www.wikidata.org/entity/Q2002270,Mozambican War of Independence,,1964-09-25T00:00:00Z,1974-09-08T00:00:00Z,http://www.wikidata.org/entity/Q889394,,,,http://www.wikidata.org/entity/Q609836
