	war_Qid	warLabel	startDate	endDate	participants
0	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q34
1	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q12548
2	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q22880
3	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q62651
4	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q70972
5	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q80702
6	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q156199
7	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q157367
8	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q170072
9	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q179876
10	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q230791
11	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q253094
12	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q556263
13	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q655621
14	Q2487	Thirty Years' War	1618-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q686971
15	Q6254	Kitos War	0115-01-01T00:00:00Z	0117-01-01T00:00:00Z	Q2277
16	Q6254	Kitos War	0115-01-01T00:00:00Z	0117-01-01T00:00:00Z	Q7325
17	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q2253
18	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q11772
19	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q13670
20	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q17167
21	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q18986
22	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q36456
23	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q83958
24	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q102679
25	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q190992
26	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q245273
27	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q274545
28	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q315274
29	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q432244
30	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q603588
31	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q1288728
32	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q2429397
33	Q6271	Second Punic War	-0217-01-01T00:00:00Z	-0200-01-01T00:00:00Z	Q3293507
34	Q6286	First Punic War	-0263-01-01T00:00:00Z	-0240-01-01T00:00:00Z	Q17167
35	Q6286	First Punic War	-0263-01-01T00:00:00Z	-0240-01-01T00:00:00Z	Q763375
36	Q6286	First Punic War	-0263-01-01T00:00:00Z	-0240-01-01T00:00:00Z	Q2429397
37	Q6334	Third Punic War	-0148-01-01T00:00:00Z	-0145-01-01T00:00:00Z	Q17167
38	Q6334	Third Punic War	-0148-01-01T00:00:00Z	-0145-01-01T00:00:00Z	Q2429397
39	Q6683	Mexican–American War	1846-04-24T00:00:00Z	1848-02-02T00:00:00Z	Q30
40	Q6683	Mexican–American War	1846-04-24T00:00:00Z	1848-02-02T00:00:00Z	Q17557
41	Q6683	Mexican–American War	1846-04-24T00:00:00Z	1848-02-02T00:00:00Z	Q7443295
42	Q8628	War in the Vendée	1793-03-01T00:00:00Z	1793-12-01T00:00:00Z	Q58296
43	Q8628	War in the Vendée	1793-03-01T00:00:00Z	1793-12-01T00:00:00Z	Q877884
44	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q16
45	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q30
46	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q31
47	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q32
48	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q41
49	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q43
50	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q55
51	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q115
52	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q142
53	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q145
54	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q148
55	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q258
56	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q408
57	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q423
58	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q664
59	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q739
60	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q869
61	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q884
62	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q928
63	Q8663	Korean War	1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	Q15180
64	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q30
65	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q148
66	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q408
67	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q423
68	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q664
69	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q739
70	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q869
71	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q884
72	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q928
73	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q172640
74	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q174423
75	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q180573
76	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q191764
77	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q221066
78	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q858887
79	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q870055
80	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q1054184
81	Q8740	Vietnam War	1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	Q2638486
82	Q8961	Spanish reconquest of New Granada	1815-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q2249661
83	Q8961	Spanish reconquest of New Granada	1815-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q16821150
84	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q4712
85	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q42585
86	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q45670
87	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q70972
88	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q71747
89	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q155019
90	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q157070
91	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q170174
92	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q174306
93	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q179876
94	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q200262
95	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q202558
96	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q204920
97	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q217196
98	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q230791
99	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q309460
100	Q186336	Dutch Revolt	1568-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q80702
101	Q186336	Dutch Revolt	1568-01-01T00:00:00Z	1648-01-01T00:00:00Z	Q170072
102	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q33
103	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q7318
104	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q15180
105	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q147909
106	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q155198
107	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q159901
108	Q189266	Eastern Front	1941-06-22T00:00:00Z	1945-05-07T00:00:00Z	Q329888
109	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q33
110	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q7318
111	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q15180
112	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q147909
113	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q155198
114	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q159901
115	Q189266	Eastern Front	1941-06-22T00:00:00Z	1955-01-21T00:00:00Z	Q329888
116	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q16
117	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q20
118	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q28
119	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q29
120	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q30
121	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q31
122	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q32
123	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q35
124	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q36
125	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q38
126	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q43
127	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q45
128	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q55
129	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q142
130	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q145
131	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q183
132	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q189
133	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q213
134	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q222
135	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q193366
136	Q190029	Kosovo War	1998-02-27T00:00:00Z	1999-06-11T00:00:00Z	Q838261
137	Q191282	First Opium War	1839-03-18T00:00:00Z	1842-08-29T00:00:00Z	Q8733
138	Q191282	First Opium War	1839-03-18T00:00:00Z	1842-08-29T00:00:00Z	Q174193
139	Q194378	Third Servile War	-0072-01-01T00:00:00Z	-0070-01-01T00:00:00Z	Q17167
140	Q194378	Third Servile War	-0072-01-01T00:00:00Z	-0070-01-01T00:00:00Z	Q83406
141	Q194378	Third Servile War	-0072-01-01T00:00:00Z	-0070-01-01T00:00:00Z	Q333836
142	Q194378	Third Servile War	-0072-01-01T00:00:00Z	-0070-01-01T00:00:00Z	Q469127
143	Q194378	Third Servile War	-0072-01-01T00:00:00Z	-0070-01-01T00:00:00Z	Q1652895
144	Q195378	Anglo-Nepalese War	1814-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q83164
145	Q195378	Anglo-Nepalese War	1814-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q917553
146	Q195378	Anglo-Nepalese War	1814-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q1078602
147	Q195378	Anglo-Nepalese War	1814-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q1381495
148	Q195378	Anglo-Nepalese War	1814-01-01T00:00:00Z	1816-01-01T00:00:00Z	Q3960459
149	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q29
150	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q34
151	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q39
152	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q45
153	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q347
154	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q15864
155	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q27306
156	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q34266
157	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q71084
158	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q131964
159	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q154849
160	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q165154
161	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q173065
162	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q174193
163	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q188586
164	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q207162
165	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q326029
166	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q819125
167	Q199955	Hundred Days	1815-03-20T00:00:00Z	1815-07-08T00:00:00Z	Q836680
168	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q17167
169	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q22633
170	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q190992
171	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q273854
172	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q849967
173	Q202161	Gallic War	-0057-01-01T00:00:00Z	-0050-01-01T00:00:00Z	Q1255605
174	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q924
175	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q1036
176	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q26683
177	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q617078
178	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q2738248
179	Q202465	Uganda–Tanzania War	1978-01-01T00:00:00Z	1979-01-01T00:00:00Z	Q17435890
180	Q202578	First Jewish-Roman War	0066-01-01T00:00:00Z	0073-01-01T00:00:00Z	Q2277
181	Q202578	First Jewish-Roman War	0066-01-01T00:00:00Z	0073-01-01T00:00:00Z	Q56273996
182	Q203824	Italo-Turkish War	1911-09-29T00:00:00Z	1912-10-18T00:00:00Z	Q12560
183	Q203824	Italo-Turkish War	1911-09-29T00:00:00Z	1912-10-18T00:00:00Z	Q171296
184	Q203824	Italo-Turkish War	1911-09-29T00:00:00Z	1912-10-18T00:00:00Z	Q172579
185	Q203824	Italo-Turkish War	1911-09-29T00:00:00Z	1912-10-18T00:00:00Z	Q1656908
186	Q207318	French Revolutionary Wars	1792-04-20T00:00:00Z	1802-03-25T00:00:00Z	Q30
187	Q207318	French Revolutionary Wars	1792-04-20T00:00:00Z	1802-03-25T00:00:00Z	Q233
188	Q207318	French Revolutionary Wars	1792-04-20T00:00:00Z	1802-03-25T00:00:00Z	Q12548
189	Q207318	French Revolutionary Wars	1792-04-20T00:00:00Z	1802-03-25T00:00:00Z	Q12560
190	Q207318	French Revolutionary Wars	1792-04-20T00:00:00Z	1802-03-25T00:00:00Z	Q27306
191	Q12551	Hundred Years' War	1337-01-01T00:00:00Z	1453-01-01T00:00:00Z	Q836676
192	Q12583	Spanish–American War	1898-04-25T00:00:00Z	1898-08-11T00:00:00Z	Q30
193	Q12583	Spanish–American War	1898-04-25T00:00:00Z	1898-08-11T00:00:00Z	Q1044536
194	Q12583	Spanish–American War	1898-04-25T00:00:00Z	1898-08-11T00:00:00Z	Q14905932
195	Q12583	Spanish–American War	1898-04-25T00:00:00Z	1898-08-11T00:00:00Z	Q53553879
196	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q30
197	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q51705
198	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q105405
199	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q174193
200	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q253436
201	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q255872
202	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q324516
203	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q717738
204	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q3854232
205	Q26013	War of 1812	1812-06-18T00:00:00Z	1815-02-18T00:00:00Z	Q7721124
206	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q29
207	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q30
208	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q12548
209	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q12560
210	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q34266
211	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q45670
212	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q58296
213	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q58389
214	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q62651
215	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q154849
216	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q161885
217	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q173065
218	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q174193
219	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q175881
220	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q188553
221	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q206696
222	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q213353
223	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q514423
224	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q2102497
225	Q26749	War of the Second Coalition	1798-01-01T00:00:00Z	1801-01-01T00:00:00Z	Q3355522
226	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q1524
227	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q26915
228	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q83958
229	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q166919
230	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q187570
231	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q189901
232	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q245273
233	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q470481
234	Q28365	Lamian War	-0322-01-01T00:00:00Z	-0321-01-01T00:00:00Z	Q659791
235	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q12536
236	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q12544
237	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q160307
238	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q203817
239	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q207600
240	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q603771
241	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q733668
242	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q837187
243	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q838931
244	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q1250763
245	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q1641135
246	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q1878022
247	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q2725399
248	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q3175929
249	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q4115680
250	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q8575586
251	Q29100	Arab–Byzantine wars	0629-01-01T00:00:00Z	1050-01-01T00:00:00Z	Q12490507
252	Q29122	First Anglo-Burmese War	1824-03-05T00:00:00Z	1826-02-24T00:00:00Z	Q8680
253	Q29122	First Anglo-Burmese War	1824-03-05T00:00:00Z	1826-02-24T00:00:00Z	Q1062422
254	Q29122	First Anglo-Burmese War	1824-03-05T00:00:00Z	1826-02-24T00:00:00Z	Q1155700
255	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q159
256	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q34453
257	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q179846
258	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q190731
259	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q193354
260	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q210036
261	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q238754
262	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q335460
263	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q977234
264	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q1377638
265	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q4119298
266	Q29269	First Chechen War	1994-12-11T00:00:00Z	1996-08-31T00:00:00Z	Q4246195
267	Q31301	Anglo-Turkish War	1807-01-01T00:00:00Z	1809-01-01T00:00:00Z	Q8680
268	Q31301	Anglo-Turkish War	1807-01-01T00:00:00Z	1809-01-01T00:00:00Z	Q12560
269	Q31307	Burmese–Siamese War (1765–67)	1765-08-23T00:00:00Z	1767-04-07T00:00:00Z	Q841364
270	Q31307	Burmese–Siamese War (1765–67)	1765-08-23T00:00:00Z	1767-04-07T00:00:00Z	Q1062422
271	Q31880	Castille War	1578-03-01T00:00:00Z	1578-06-01T00:00:00Z	Q80702
272	Q31880	Castille War	1578-03-01T00:00:00Z	1578-06-01T00:00:00Z	Q887803
273	Q31944	Mahdist War	1881-01-01T00:00:00Z	1899-01-01T00:00:00Z	Q8680
274	Q31944	Mahdist War	1881-01-01T00:00:00Z	1899-01-01T00:00:00Z	Q76048
275	Q31944	Mahdist War	1881-01-01T00:00:00Z	1899-01-01T00:00:00Z	Q172579
276	Q31944	Mahdist War	1881-01-01T00:00:00Z	1899-01-01T00:00:00Z	Q207521
