warID,casualties
Q48249,891.0
Q49104,165.0
Q49104,1191.0
Q151622,14500.0
Q8740,4211459.0
Q8740,1291425.0
Q213394,100000.0
Q185407,200000.0
Q209965,5000.0
Q178810,570000.0
Q17324420,71.0
Q16335075,375.0
Q620735,229.0
Q1413732,47000.0
Q17324420,2205.0
Q2946372,7000.0
